name,likes,rating,review,given_reviews,pictures,local_guide,relevance_score,relevance_score_normalized,language,review_translated
adam,0,1,"makes european budget carriers look like emirates. oversold my flight by 10 people - bumping us to the next flight ~5 hrs later with no apology or compensation. 

extremely long line at check-in. inefficiency gate agents, impossible to get things done. 

online check-in didn't work. 

just pay the extra $100 to fly latam.",0,0,0,0.0,0.0,en,"makes european budget carriers look like emirates. oversold my flight by 10 people - bumping us to the next flight ~5 hrs later with no apology or compensation. 

extremely long line at check-in. inefficiency gate agents, impossible to get things done. 

online check-in didn't work. 

just pay the extra $100 to fly latam."
adam w,0,1,"worst company ever. arrived to buenos aires airport after being on a connection flight. received an email from flyblondi 4 hours before the flight that the airport where the flight was going to leave from has changed….! the new airport was 1 hour away! the time was 1am so we had no idea if this was a joke email or real! we spoke to the staff who are all 20 years old, they had no idea about this email they said give us a second we will work it out, 5 mins later they said yes you need to travel to the other airport. we thought as we still had a long time to wait we would get a coffee before travelling over to the new airport. whilst we were drinking our coffee (1hour after receiving the first email) we received another email saying “sorry please ignore the first email” !! we were so confused and the staff had no idea what was going on. 

anyway… more to come. we then check our bags on and go through to the check in area where 100’s of people flying with flyblondi were sleeping on the floor and shouting at staff. long story short 200 customers had, had 4 flights cancelled in 2 days and there flight times were always 1am. 

our flight was delayed 6 hours with no one telling us what the reason was or when we may leave. i have to say the company’s staff providing the service were all too young had no control and the customer service was disgusting. 

i would strongly advise everyone not to ever use this company.",0,0,0,0.0,0.0,en,"worst company ever. arrived to buenos aires airport after being on a connection flight. received an email from flyblondi 4 hours before the flight that the airport where the flight was going to leave from has changed….! the new airport was 1 hour away! the time was 1am so we had no idea if this was a joke email or real! we spoke to the staff who are all 20 years old, they had no idea about this email they said give us a second we will work it out, 5 mins later they said yes you need to travel to the other airport. we thought as we still had a long time to wait we would get a coffee before travelling over to the new airport. whilst we were drinking our coffee (1hour after receiving the first email) we received another email saying “sorry please ignore the first email” !! we were so confused and the staff had no idea what was going on. 

anyway… more to come. we then check our bags on and go through to the check in area where 100’s of people flying with flyblondi were sleeping on the floor and shouting at staff. long story short 200 customers had, had 4 flights cancelled in 2 days and there flight times were always 1am. 

our flight was delayed 6 hours with no one telling us what the reason was or when we may leave. i have to say the company’s staff providing the service were all too young had no control and the customer service was disgusting. 

i would strongly advise everyone not to ever use this company."
adrian,0,1,"do not fly with flybondi - just don’t!. our flight got delayed three times from the morning to the afternoon to the evening and again with the uncertainty of cancellation. we decided to book another last minute flight to buenos aires. there is no information point and there is nobody to reach online nor by phone. although the prices look cheap, just don’t fly this airline and please book another one with more certainty of getting your flight.",0,0,0,0.0,0.0,en,"do not fly with flybondi - just don’t!. our flight got delayed three times from the morning to the afternoon to the evening and again with the uncertainty of cancellation. we decided to book another last minute flight to buenos aires. there is no information point and there is nobody to reach online nor by phone. although the prices look cheap, just don’t fly this airline and please book another one with more certainty of getting your flight."
adrian de ferrariis,0,1,"la verdad iba a sacar pasajes para…. la verdad iba a sacar pasajes para semana santa pero después de leer todo lo pésimo que se opina, mejor voy por otra compañia y listo. lo barato sale caro-",3,0,0,1.5,0.002908724233551164,es,"The truth was going to get tickets for….The truth was going to get tickets for Holy Week but after reading everything lousy that thinks, I better go for another company and voila.The cheap is expensive"
adrian franco,1,1,nos dijeron que esperáramos 20 minutos ya que llegamos demasiado temprano. dijeron que te hagas a un lado y esperes y luego serás el siguiente. el tipo que nos dijo eso se fue y luego las otras personas nos dijeron que volviéramos a la…,235,195,1,119.27499999999999,0.2312920553045434,es,They told us to wait 20 minutes since we arrived too early.They said you are aside and wait and then you will be the next.The guy who told us left and then other people told us to go back to the ...
adrian g isman,0,1,"primer vuelo de aep a juj modificado a…. primer vuelo de aep a juj modificado a eze, y 1 dia antes del vuelo cancelado, para reprogramar hay que llamar a un numero, suerte quien alguna vez consigue hablar, nadie atiende despues de 15 minutos, conclusion compre otro pasaje con aerolíneas pagando una fortuna por se solo 1 dia antes del vuelo. mi reserva tenia pagados todos lis extras, al checkin me dieron zona 1 , para que sirve? nos hicieron entrar ultimos al avion y por suerte encontramos espacio para la valija, la atencion en el mostador por parte de antonela crespo es de lo peor, tienen que suspenderla por mal trato a los pasajeros. llegamos tarde, a eze en vez de aep, no vueles con ellos, mas que la libertad de volar, son el mal trato al pasajero!",1,0,0,0.5,0.0009695747445170547,es,"First flight from AEP a juj modified….First flight from AEP a Juj modified to Eze, and 1 day before the canceled flight, to reprogram you have to call a number, lucky who once manages to talk, nobody attends after 15 minutes, conclusion buys another passage with airlines paying a fortuneby se only 1 day before the flight.My reserve had all extras paid, to checkpy gave me zone 1, what is it for?We were made to the plane last and luckily we find space for the suitcase, the attention in the shower by Antonela Crespo is the worst, they have to suspend it due to bad treatment of passengers.We arrive late, to Eze instead of AEP, do not fly with them, more than the freedom to fly, they are the bad treatment of the passenger!"
adriana,0,1,"nefasto!!!! te cobran hasta por respirar.. comienzo con lo bueno: lo único que destaco es el horario del vuelo ya que tenía que viajar de emergencia. pero de low cost no tiene absolutamente nada. pague un ojo de la cara el boleto, te cobran por el asiento, por cada valija, por la de cabina, por la mochila, por la cartera, te cobran si te pasas 300g de lo que ya pagaste anteriormente.  asi, hasta que te das cuenta que casi te compraste un pasaje internacional. la atención en mendoza una mierda. te tratan como si te estuvieran haciendo un favor y viajases gratis. y los aviones dejan mucho que desear... definitivamente no lo recomiendo!!!!  dato extra: en todos lados de mendoza te dicen que pueden viajar hasta con 6 botellas de vino. (yo tenía dos) pero tienen que estar dentro de tu mochila o cartera y si sobre pasa los 5kg te siguen cobrando!!!!",0,0,0,0.0,0.0,es,"disastrous!!!!They charge you even for breathing .. I start with the good: the only thing I highlight is the flight schedule since I had to travel emergency.But Low Cost has absolutely nothing.Pay an eye of the face the ticket, they charge you for the seat, for each suitcase, for the cabin, for the backpack, for the wallet, they charge you if you pass 300g of what you already paid previously.Thus, until you realize that you almost bought an international passage.Attention in Mendoza a shit.They treat you as if they were doing a favor and traveling free.And the planes leave much to be desired ... I definitely do not recommend it !!!!Extra data: everywhere in Mendoza they tell you that they can travel up to 6 bottles of wine.(I had two) but they have to be inside your backpack or wallet and if the 5kg passes you continue to charge you !!!!"
adriana centeno,0,5,"tuvimos un vuelo hermoso a cordoba, tanto de ida, como de vuelta, sin inconvenientes y a horario. el personal es excelente, cálidos y muy respetuosos, siempre atentos por si necesitas algo. los volveré a elegir. gracias flybondi. la libertad de volar.",47,36,1,24.18,0.046888634644844766,es,"We had a beautiful flight to Cordoba, both first and back, without inconvenience and time.The staff is excellent, warm and very respectful, always attentive in case you need something.I will choose them again.Thanks Flybondi.The freedom to fly."
adriana r,0,1,"advertencia:  eviten por todos los medios dejarse seducir por flybondi. advertencia!!! empresa argentina que estafa.!! compramos vuelos de rosario-salta, canclean el vuelo por fuerza mayor y pretenden que se abone nuevamente el tramo bs-as-salta. no devuelven el dinero invertido. sólo generan un vaucher por la ""tarifa"",(mientras operan con tu dinero),  no por el pasaje comprado de buena fe. todo armado y orquestado par estafar a la gente. al realizar el reclamo aluden  que dichas condiciones ""figura"" en letra chica!!",0,0,0,0.0,0.0,es,"WARNING: Avoid by all means to be seduced by Flybondi.warning!!!Argentine company that scams. !!We buy flights from Rosario-Salta, Can the Flight by force majeure and pretend that the section BS-As-Salta is paid again.They do not return the money invested.They only generate a vaucher for the ""rate"", (while operating with your money), not because of the passage bought in good faith.All armed and orchestrated to scam people.When making the claim, they allude that these conditions ""figure"" in small print !!"
adrián g,0,1,"impresentables. teníamos programado un vuelo para el 6 de marzo desde bs as a bariloche ( con 5 amigos ). primero nos atrasaron la salida una hs, después nos cambiaron de aeropuerto mandándonos a ezeiza y finalmente nos retrasaron en 2 oportunidades la vuelta, tanto que tuvimos que reservar una noche más de alojamiento. cdo embarcamos para la vuelta nos enteramos que la valija pequeña carry on no estaba incluida ( si lo estuvo en la ida sin cargo ) y debíamos abonar $ 2500. después de discutir con 2 inútiles que no solucionaron nada subimos al avión y nos enteramos que nos habían cambiado los asientos sin siquiera avisarnos. viajamos todos separados. en ningún momento nos pidieron disculpas, estas 2 impresentables que ponen la cara se piensan que van a ser nombradas empladas del mes.",0,0,0,0.0,0.0,es,"Unpresentable.We had a flight for March 6 from Bs As to Bariloche (with 5 friends).First we were delayed by an HS, then they changed us from airport by sending us to Ezeiza and finally delayed us on 2 times the return, so much that we had to book one more night of accommodation.CDO embarked on the return we learned that the small suitcraft on was not included (if it was in the round trip) and we had to pay $ 2500. After discussing with 2 useless that they did not solve anything we climb the plane and we learned that weThe seats had changed without even warning us.We travel all separately.At no time were they apologized, these 2 unpresentables that put the face are thought to be named after the month."
agostina l,0,4,"me sorprendió para bien. no le tenía nada de fe a flybondí. saque el pasaje por esa compañía solamente por una cuestión de precio; era feriado y otras aerolíneas no bajaban de $15.000. a la ida el vuelo salió 2 horas más tarde, pero el cambio se hizo con mucha anticipación, de modo que no me complicó en lo más mínimo (en vez de salir a las 19 horas salió a las 21) y el vuelo de regreso salió incluso 10 minutos antes de lo pautado de modo que llegamos perfectamente a horario. no tengo quejas al respecto. de haber una diferencia de tarifa considerable como en este caso volvería a comprar pasaje de flybondi.",0,0,0,0.0,0.0,es,"I was surprised for good.He had no faith to Flybondí.Lote the passage through that company only for a price issue;He was a holiday and other airlines did not fall from $ 15,000.On the first leg, the flight came out 2 hours later, but the change was made very anticipated, so that it did not complicate me in the least (instead of leaving at 7 pm it left at 9) and the return flight came outeven 10 minutes before the scheduled so that we arrive perfectly at schedule.I have no complaints about it.If there was a considerable rate difference as in this case I would buy Flybondi passage again."
agostina n,0,1,"si pudiese poner cero lo haría, pero como no es posible les pongo uno.. los aviones son muy viejos, algunos asientos están desgastados al nivel que se les ve la goma espuma que tienen por debajo del recubrimiento del asiento. además estaban las filas muy pegadas entre sí. 
el trato del personal en el aeropuerto también dejó mucho que desear, no me tiró una silla por la cabeza porque no tenía una a mano. 
no recomiendo para nada viajar con esta aerolínea. ",0,0,0,0.0,0.0,es,"If I could put zero, it would do it, but since it is not possible I put one .. the planes are very old, some seats are worn at the level that the foam rubber they have below the seat coating are seen.There were also the ranks very glued to each other.
The treatment of the staff at the airport also left much to be desired, I did not throw a chair in my head because I did not have one at hand.
I do not recommend traveling with this airline at all."
agus c,0,1,"la peor aerolínea sin dudas. tenia un vuelo planeado para el 20/12 para psar navidad con mi familia, no solo me cancelaron dos horas antes de mi vuelo, cosa que ya estaba en el aeropuerto x supuesto y me cambiaron el vuelo para el 24/12 a las 19 hs. para pasar navidad en el avion con los pasajeros… insolito!!! 
no solo no se hicieron cargo sino que no ofrecian ninguna alternativa ni opcion, hacen lo que quieren como si esto no trajera consecuencias en la persola.
4 dias despues justo en las fiestas. patetico.
nunca respondieron mis llamados ni reclamos, tuve que comprar otro pasaje con otra aerolinea en ese momento mucho mas caro
ademas saque a mi abuela y mi tia y tambien les cambiaron el horario como si nada.
otra experiencia, mis papas sacaron a jujuy y les cambiaron a salta. tuvieron que viajar de noche de una procinciana otra perdiendo el auto, el hotel y nadie se hizo cargo.",0,0,0,0.0,0.0,es,"The worst airline without a doubt.I had a planned flight for 12/20 to PSAR Christmas with my family, not only were they canceled two hours before my flight, which I was already at the X -year -hle airport and they changed the flight for 24/12 at 7:00 p.m..To spend Christmas on the airplane with the passengers ... Insolito !!!
Not only did they take care but did not offer any alternative or option, they do what they want as if this does not bring consequences in the Persola.
4 days later at parties.pathetic.
My calls or claims never responded, I had to buy another passage with another airline at that time much more expensive
I also remove my grandmother and my aunt and also changed their schedule as if nothing.
Another experience, my potatoes took Jujuy and changed to Salta.They had to travel at night from one procinciana another losing the car, the hotel and nobody took over."
agus gutierrez,0,5,la verdad el vuelo de madryn a buenos aires muy eficiente. estaría bueno que tengan más horarios para poder viajar.,12,10,1,6.55,0.012701429153173417,es,Madryn's flight to Buenos Aires very efficient.It would be good that they have more schedules to travel.
agus o,0,1,"haceme caso no compres con flybondi. buen día. voy a ser muy precisa
no compren con flybondi.
vuelo cancelado 3 veces
+ vuelo demorado
+ 2horas en línea por teléfono para poder resolver.
conexiones luego del vuelo? las perdí. adivinen qué? nadie se hizo cargo.

gracias y si sos viajero frecuente, sin dudas es una aerolínea que no volvería a elegir. flashas que es un toque más barata. y después te la ponen con los vuelos cancelados, cambio de aeropuerto y cambio de horarios.
",0,0,0,0.0,0.0,es,"I did not buy with Flybondi.good day.I'm going to be very accurate
They do not buy with Flybondi.
Canceled flight 3 times
+ Delayed flight
+ 2 hours online to be able to solve.
connections after flight?I lost them.guess what?No one took over.

Thank you and if you are a frequent traveler, it is undoubtedly an airline that would not choose again.Flashas that is a cheaper touch.And then they put it with canceled flights, airport change and schedule change."
agus p,0,1,"opino. la ida viajamos con mi pareja muy bien , aunque nos cambiaron el vuelo como 5 veces  antes de viajar y ahora estamos varados en neuquén porq se les ocurrió cancelarnos en vuelo del 12/03 y pasarlo  al 22/03 siendo que nosotros trabajamos y el 14/03 nos tenemos que presentar a trabajar. llamamos y nos tardan un montón en atender y encima nos dan vueltas para darnos el reembolso, la verdad que nos arruinaron las vacaciones y ahora estamos tratando de buscar otro vuelo hacia buenos aires que nos salen carísimo. les recomiendo que paguen un poco más en otras aerolíneas porque con flyblondi se van a arrepentir",0,0,0,0.0,0.0,es,"I think.We traveled with my partner very well, although they changed the flight as 5 times before traveling and now we are stranded in Neuquén because they came up/03 We have to present ourselves to work.We call and take a long time to attend and they go around to give us reimbursement, the truth that the holidays ruined us and now we are trying to find another flight to Buenos Aires that are very expensive.I recommend that you pay a little more in other airlines because with Flyblondi they will regret"
agustin gollan,0,1,"la peor low cost para volar, para nada recomendable. pésima experiancia, me reprogramaron el vuelo en 5 oportunidades y horas antes de volar me cambian el horario y el destino a ezeiza, una falta de respeto al consumidor, no vuelo más por esta low cost",0,0,0,0.0,0.0,es,"The worst low cost to fly, at all recommended.bad experience, I was reprogrammed by the flight in 5 opportunities and hours before flying I change the schedule and destiny to Ezeiza, a disrespect to the consumer, no longer flight for this low cost"
agustin navarro,0,1,"pongo una estrella por que no se puede poner cero!
la pagina web siempre da error a la hora de agregar equipaje, intente desde varios dispositivos diferentes y siempre dice servicio no disponible. por lo que en en la recepción me terminan cobrando precio extra por el equipaje a causa de un error de ellos en su página! parece echo a propósito, ya van 3 vuelos que me hacen lo mismo y no se hacen cargo! tengan cuidado no se dejen estafar!",4,0,0,2.0,0.003878298978068219,es,"I put a star because you can't get zero!
The website always gives error when adding luggage, tries from several different devices and always says service not available.So at the reception they end up charging me extra price for the luggage because of their error on their page!It seems echo on purpose, there are already 3 flights that make me the same and do not take over!Be careful don't let themselves cheer!"
agustina,0,2,"no compren con flybondi si tienen que llegar en una fecha exacta a destino. ya son varias las veces que vole con flybondi y fueron mas los vuelos donde tuve un incoveniente que los que no. lo más reciente fue la cancelacion del vuelo 5min antes de embarcar, nos mandaron a nuestra casa con un papelito para que nos encarguemos de nuestra propia reprogramación, no se hicieron carga de ningún gasto. no recomendaría flybondi si tenes que llegar a destino en un horario/ dia especifico, no son de confianza.",2,0,0,1.0,0.0019391494890341095,es,"They do not buy with Flybondi if they have to arrive on an exact date to destination.There are already several times that I turn with Flybondi and there were more flights where I had an inconvenience than those who do not.The most recent was the cancellation of the 5min flight before embarking, they sent us to our house with a piece of paper to take care of our own reprogramming, no load were loaded.I would not recommend Flybondi if you have to get to destination during a specific time/ day, they are not trusted."
agustina c,0,4,"mi experiencia fue buena. viaje hace unos días con la aerolinea, desde buenos aires a mendoza, ida y vuelta.
había leido muuuuchas opiniones negativas y tenía miedo de que me cancelaran el vuelo. pero la verdad es que mi experiencia fue muy buena.
a los pocos días de comprar el pasaje me cambiaron el horario , lo atrasaron dos horas. fue con una anticipación de mas de 1 mes. por las dudas verificaba el horario todo el tiempo , por si lo volvían a cambiar, pero nunca mas lo cambiaron.
el vuelo salió suuuper puntual, y me atendieron re bien en ambos aeropuertos.
definitivamente volvería a viajar por flybondi. por las dudas no contrataría nada para ese mismo día, por si modifican unas horas el vuelo. pero lo demás, todo ok y es mucho mas economico.",0,0,0,0.0,0.0,es,"My experience was good.I travel a few days ago with the airline, from Buenos Aires to Mendoza, round trip.
I had read very negative opinions and I was afraid that the flight was canceled.But the truth is that my experience was very good.
A few days after buying the ticket they changed my schedule, they delayed it two hours.It was an anticipation of more than 1 month.For the doubts he verified the schedule all the time, in case they changed it again, but they never changed it again.
The flight came out suuuper punctual, and they attended me well in both airports.
I would definitely travel through Flybondi again.For doubts I would not hire anything for that same day, in case they modify the flight.But the rest, everything ok and is much more economical."
agustina f,0,1,"terrible airline. this was the most horrible experience of my life!, the flight was delayed for 8 hours! not only that but the costumer service kept lying to us, telling us every hour that there was a climate situation and therefore the flight was being delayed, which was not true, because other airlines departure from the same airport, on time (note, airport is not jorge newbery, it is el palomar). instead of at least letting us go home, and re schedule the flight, they kept us at the airport, in a room with no food or water for hours!. i will never book with this airline again!.",0,0,0,0.0,0.0,en,"terrible airline. this was the most horrible experience of my life!, the flight was delayed for 8 hours! not only that but the costumer service kept lying to us, telling us every hour that there was a climate situation and therefore the flight was being delayed, which was not true, because other airlines departure from the same airport, on time (note, airport is not jorge newbery, it is el palomar). instead of at least letting us go home, and re schedule the flight, they kept us at the airport, in a room with no food or water for hours!. i will never book with this airline again!."
agustina goriz,0,1,"escribiendo desde el aeropuerto de mendoza ya que nos reprogramaron el vuelo para venir que perdi el dia gracias a eso y ahora nos reprograman para volver 2 am en ezeiza cuando era aeroparque y nos llevan en un autobus hasta el aeroparque perdiendo otra hora, llego a mi casa a las 5 am. nefasto todo, tengo que laburar al otro dia, se cagan en todos.",2,0,0,1.0,0.0019391494890341095,es,"Writing from the Mendoza airport since they reprogrammed the flight to come that I lost the day thanks to that and now they reprogram us to return 2 am in Ezeiza when it was Aeroparque and take us in a bus to the aeroparque losing another hour, I arrive at myhouse at 5 am.EVERYTHING, I have to work the next day, they fall into everyone."
agustinla,0,4,muy bueno y sin robos en la tarifa. muy buen servicio. ida y vuelta a horario. sin costos inutiles para un viaje de 2.5 hs. ademas el aterrizaje en san pablo con tormenta el 5 feb 2020 fue magnifico. sigan adelante!!,0,0,0,0.0,0.0,es,Very good and without robberies in the rate.Very good service.round trip.No useless costs for a 2.5 hs trip.Also the landing in San Pablo with storm on the 5 Feb 2020 was magnificent.Go ahead !!
ailen f,0,2,"si viajan con flybondi, corren riesgo de perder su vuelo por negligencia de la empresa, no se hacen cargo.. una experiencia nefasta, no viajen en flybondi.
había sacado los pasajes (eran 2) con un mes de anticipación. el vuelo estaba programado para las 17:10hs, siempre te piden estar 3hs antes, entonces tenía que salir de mi casa a las 11am (vivo lejos del aeropuerto).
una semana antes del vuelo se me da por entrar a ver los datos de mi vuelo, y me lo habían cambiado sin avisarme para el mismo día a las 11am. se me hacía muy dificil salir a las 5:30am para llegar al aeropuerto. me comuniqué con la empresa usando otros motivos para que me atendieran, y después de una charla, me lo reprogramaron para la tarde. el día del vuelo me di cuenta de que me dieron asientos separados y en cualquier lugar del avión. 
en fin, un desastre, si se me daba por hacer el check-in presencial, no solo perdía el vuelo, sino que también el dinero de los pasajes ya que la empresa no hace cargo de sus errores, no le importa dejar tirada a la gente.",0,0,0,0.0,0.0,es,"If they travel with Flybondi, they are at risk of losing their flight due to the company's negligence, they do not take over .. a disastrous experience does not travel in Flybondi.
He had taken the tickets (there were 2) with a month in advance.The flight was scheduled for 17: 10hs, they always ask you to be 3 hours before, so I had to leave my house at 11am (I live away from the airport).
A week before the flight I get to see the data on my flight, and they had changed it without letting me know for the same day at 11am.It was very difficult for me to go out at 5:30 am to get to the airport.I communicated with the company using other reasons to attend me, and after a talk, I was reprogrammed for the afternoon.On the day of the flight I realized that they gave me separate seats and anywhere on the plane.
Anyway, a disaster, if I was given to do the face-to-face check-in, not only lost the flight, but also the money from the tickets since the company does not take care of its mistakes, it does not mind leaving thepeople."
ailen p,0,1,"te cancelan los vuelos y no responden para las devoluciones de dinero. me cancelaron el vuelo que tenía el día 22 de julio del trayecto córdoba – buenos aires (3 antes lo cual me parece una falta de respeto) y me ofrecían un cambio para días siguientes a mi regreso. solicité la devolución del total de la reserva para los 4 pasajeros, pero la web no te otorga ningún número de reclamo ni recibí ningún email y no te responden por ningún medio. ojala la gente antes de sacar un pasaje con ellos lean la cantidad de reclamos por el mismo motivo que tienen y no lo saquen porque es barato pero termina saliendo muy caro por todo el dinero, tiempo y malos momentos que te generan!",0,0,0,0.0,0.0,es,"They cancel the flights and do not respond for money returns.I was canceled the flight that I had on July 22 of the Córdoba - Buenos Aires journey (3 before which seems to me with respect) and offered me a change for days following my return.I requested the return of the total reservation for the 4 passengers, but the website does not give you any claim number or receive any email and do not answer you by any means.Hopefully people before getting a passage with them read the amount of claims for the same reason they have and do not take it out because it is cheap but ends up being very expensive for all the money, time and bad moments that generate you!"
ailen ritterbusch,1,1,"realmente son un asco de empresa, me dejaron varada y me cancelaron el vuelo, no me dieron ninguna solución. relamente háganse un favor y no vuelve por acá, es preferible pagar un poco más por otra aerolínea pero ir seguro de que nada malo va a psar",4,0,0,2.3,0.004460043824778452,es,"They are really a disgust of company, they left me stranded and they canceled the flight, they didn't give me any solution.Relariously do a favor and do not come back here, it is preferable to pay a little more for another airline but go sure that nothing bad is going to psar"
ailin olivieri,0,1,"una vergüenza la atención. llamo para pagar equipaje extra y como no les funciona la pagina me hacen pagar el doble en el aeropuerto. me dicen que el problema es mío, ya intenté con 2 navegadores distintos, con 3 tarjetas distintas, 3 mails distintos y nada. de cuarta, si necesitan equipaje extra no vuelen con esta empresa",4,0,0,2.0,0.003878298978068219,es,"A shame care.I call to pay extra luggage and how the page does not work make me pay twice at the airport.They tell me that the problem is mine, I already tried with 2 different browsers, with 3 different cards, 3 different mails and nothing.Fourth, if you need extra luggage do not fly with this company"
aillennicole,0,1,"tienen mucha demora. mientras que las aerolineas te solicitan como usuario extrema puntualidad para los procedimientos,esta aerolinea siempre presenta demoras para todos sus vuelos",0,0,0,0.0,0.0,es,"They have a lot of delay.While the airlines ask you as an extreme user punctuality for procedures, this airline always presents delays for all its flights"
