name,rating,relevance_score,review
Roberto Martinolich,4.0,0.0426612887587504,personal cabina bastante hosco ida vuelta río vuelo 59915992 olvid gaveta aerolínea aparte querer tener responsabilidad él tardar tres si tres día contestar ...
Abel Cortona,3.0,0.0019876282262599,respecto vuelo bien problema que cambiar aeropuerto llegado reconocer volar aeroparque ahí ir ezeiza contar buscar auto dejar ahí
Estela Ortiz,3.0,0.1912583141034342,holo experiencia este vez excelente demora puntual salida deber mejorar pasajero tiempo descender avión olor cierto persona descomponer traslado ...
Mauro Ezequiel Petriella,1.0,0.0029087242335511,verdadero desastre vez entender convenir pasajero viajar hacer posible poder reprogramar mismo asesor telefónico capacitado poder responder ...
Erica Dobla,5.0,0.0058174484671023,hermoso viaje mucho atento sentir cómodo él entender bien decir piloto ...
Rafael Dalpra,1.0,0.022629874537028,rompar valija hacer cargo además siempre atrasar adelantar vuelo cambiar fecha ser más barato si dar dolor cabeza elijar aerolinea
óscar miguel,5.0,0.0380073299850685,esperar low costo utilizar varios vez eficiente checkin sencillo rapido
Martin Diaz,5.0,0.0019391494890341,1 10 servicio 9 punto el punto descuento haber sufrir cancelación solución ...
Sergio Mora,3.0,0.0072718105838779,general vuelo bien chica aerolínea amable retraso vuelo ...
Eliana Insaurralde,5.0,0.0058174484671023,primero vez viajar flybondi experiencia buen viajar 5 persona familia 3 pasaje otorgado empresa mes febrero aniversario ...
Juan G,4.0,0.0019391494890341,primero vez viajar aerolínea buen relación calidad precio buen atención amabilidad servicio parte personal página web intuitivo sencillo amigable práctico puntualidad vuelo mejorar en ...
Cristina Betker,5.0,3.878298978068219e-05,aeropuerto córdobo mayo 2024 gracia flybondi regalo viaje reencuentro amiga ex compañera secundario todo vida amistad ganar festejo aniversario gracia
Pablo Salas,5.0,0.0,buen atención amable fácil reservar cómodo viaje
Marcela Andrea Pugliani,5.0,0.0643409800461517,ahora siempre viajar correctamente amable
Sandra Taborda,1.0,0.0210009889662394,és barato si vida valer más hacer inspección pre vuelo viaje várias vez último vez siempre ver mismo desembar pasajero imediatamente embarcar nuevo pasajero salir hacer uno ...
Armando Aguirre,5.0,0.019391494890341,superar ampliamente expectativa bien atendido personal aeropuerto cabina amable eficiente bien seleccionado además puntual
Nabila Malvestitti,5.0,0.0664934359789796,flybondi elección favorita tratar vuelo económico eficiente argentino varios experiencia excelente facilidad reserva sitio web servicio bordo amable atento ...
Ojos_locos Llob,1.0,0.0293199402741957,pesar sugerente eslogan empresa invitar experimentar libertad volar reciente experiencia altura promesa vuelo experimentar considerable retraso explicación claro para ...
Katerine Triana,4.0,0.018935794760418,gustar aunque retrasar 15 minuto embarque resto excelente
Evelina Victoria Bourdieu,5.0,0.0441544338653066,perder cuenta cuánto vez volar flybondi verdad siempre buen experiencia poco vez ocurrir alguno retrasocambio cuestión climático obviamente exceder todo ocasión ofrecer alguno solución excelente opción vuelo cabotaje
ALEJANDRO GORBARAN,1.0,0.0019391494890341,nunca volar x empresa cancelar vuelo regreso perder día viaje día vuelo salir retrazado sumar q viaje idea romper 2 valija hacer cargo desastre empresa barato terminar salir carísimo
Nelson E Cardetti,5.0,0.2642672923655684,excelente servicio ajuste horario partida mínimo debidamente avisado personal cabina altamente profesional trato excelente vuelo transcurrir ninguno problema destacar labor comandante primero oficial equipaje llegar inconveniente
Bárbara,4.0,0.0029087242335511,excelente vuelo aero nave limpio cómodo viaje corto puntualidad cordialido embarque comprar on line check in claro rápido atención telefónico demora resolver duda ...
Daniela Godoy,5.0,0.0087455641955438,excelente cero problema ganar 2 pasaje aniversario pensar ser comprar ir tener atención contrario reprogramar vuelollame solucionar siempre tratar buscar solución además atención vuelo 10 punto gracia
Mónica Frugoni,3.0,0.0029087242335511,dos viaje sereno agradable personal amabile dispuesto problema cancelar vuelta día siguiente cambiar nuevamente horario
Angel Bronstein,5.0,0.0038782989780682,flybondi seguir brindar buen servicio amable personal tierra cabina con fb ciento mil hacer primero vuelo enojar cerrar palomar responsabilidad fb
Juan Mercado,5.0,0.0178110880567782,excelente servicio puntual demora cancelación verdad experiencia tocar empresa buen
Sylvina Morales,1.0,0.180670557893308,atención pésimo cancelar vuelo después atender teléfono correo formulario web el único forma re programar esperar día aeropuerto y ...
Ariel Piedrabuena,4.0,0.0225620043049118,tener tener paciencia hora resuelvar problema poder tener malo suerte si cancelar vuelo andar bien placer
Viviana Heck,4.0,0.0647482014388489,si bien reprogramar vuelo ida vuelta afectar problema resto experiencia buen trato personal aeropuerto dentro avión volver viajar empresa
Jose Luis Aquino,5.0,0.1743974092962826,primero vuelo flybondi hacer sentir si siempre volado él el calidez personal recibir maleta comandante de ... e…
Carelia Gajardo,5.0,0.0446198297426748,espectacular viaje ida vuelta hacer través empresa buen atención ambos viaje
Rocío Carbajo,1.0,0.0029087242335511,servicio desastroso horario reprogramar abordaje lento tarde ahora 1 hora esperar ahora adentro avión aire acondicionado gente descompensar él amontonado puerta dejar salir hablar estado ...
Barbara Benvenuto,5.0,0.0058368399619926,buen experiencia viajo cada mes medio hacer tres año nunca defraudar personal siempre buen onda servicial este dos último vez salir super puntual ...
Leo Beer,2.0,0.037978242742733,cambiar horario ida vuelta cambiar asiento hecho checkin 48hr anticipación desastre casi siempre salir atrasado vuelo avión bastante ruidoso nose si por ...
Horacio Muruzeta,1.0,0.0294847679807636,cambiar vuelo vuelta existir vuelo figurar pagar asiento elección respetar terminar viajar familia separado querer cobrar equipaje haber ...
Natalia Varela,4.0,0.0116348969342046,saqué pasaje mentalizado ir cancelarplantar posponer etcétera viaje ida reprogramar 3 día salir final 2 hora después comprado ida salir perfecto vuelta el ...
Maria Silva,5.0,0.0068742849386259,excelente primero experiencia flybondi personal bordo cuidar necesitar vuelo volver elegir
alberto gauna,5.0,0.0118578991254435,buen atención cabina embarque
Naara Rios,5.0,0.0,primero experiencia viajar avión increíble gracia flybondi precio tanto accesible atención ameno personal salida arribo horario además viajar gatito bordo perfecto
Hector Budeguer,2.0,0.6804184684597334,"creer tanto re programación bajo confianza aire bien cualquiera vuelo ojo "" engaño página mostrar "" final salir caro aerolínea argentino comprar pasaje a ... e…"
marcelo RAYMAN,1.0,0.0484787372258527,romper carro valija nuevo quizá deber sumar él costo pasaje determinar si efectivamente low costno hacer cargosólo dejar plasmado bronca libro queja
Carlos Camacho,4.0,0.0019391494890341,vuelo dentro esperado refrigerio incluido así cuestionar igual forma atención personal vuelo aeropuerto impecable punto bajo demora 30min según programa despegue
Mariela Soledad Echave,4.0,0.1736605324904497,viaje compañía verdad re bien tripulación excelente atención demorar vuelo uno horita informar día hacer él ... e…
Daniel Feredjian,1.0,0.1173379355814539,empresa serio pasar cancelado vuelo compra pasaje 5 mes cancelar vuelo devolver mismo plata 5 mes después lindo negocio argentino debut despedida sacar pasaje aerolínea vida cómo cliente deber aceptar manejo
Matias Bornancini,4.0,0.1566541914716205,viajar varios vez flybondi todo excelente experiencia avión buen condición tripulación siempre amable último vez extraver valija saber si responsabilidad empresa o ...
Rodrigo Mercado,5.0,0.0023172836393957,excelente atención personal puntualidad llegar 40 minuto horario indicado vuelo plácido
Federico Muñoz 19,5.0,0.0019391494890341,vuelo aep igr igr aep ambos salir horario llegar 10 15 minuto previsto atención telefónico presencial aeropuerto abordo impecable pesar paro salvaje intercargo hacer imposible cumplir servicio 10 10
Antonella León,5.0,0.0019391494890341,excelente servicio viajar bariloche iguazú esposo vuelo salir horario avisar llegar ezeiza cantidad gente viajar día ...
Gustavo García,1.0,0.0029087242335511,dejar pareja literalmente parada brasil querer reprogramar vuelo hoy miercoles tardar 15 hs resolver domingo dignar poner cara si consulado acá apretar dar ...
Eliana Meurer,4.0,0.0214954720859431,faltar entender tamaño equipaje incluir pasaje pagar extra salir bien demás equipaje bodega despachar si si 2 hora vuelo excelente
Ruben Vadela,2.0,0.0,calificar positivamente vuelo ida iguazú faltar menos 24 hs volver anunciar mail vuelo cancelado malo ahí comencer obligado lucha llamar 0810 dar ...
Sebastian Ascarate,2.0,0.0155131959122728,empresa lowcost significar personal poder maltratar tú realizar tú cargo unilateralmente mejorarsi poder elegir empresa hacer respeto precio
ornela pi,1.0,0.0210300762085749,preguntar mismo usuario poder poner 0 estrella yo cambiar vuelo 4 vez durar 12 hora claro intención cancelar atender teléfono faltar respeto total estafador ...
Devora Escobar,1.0,0.0019391494890341,desastre reprogramar vuelo bariloche buen aire semana horario inconveniente lograr encontrar adecuado mismo día vuelo 6 hs volver reprogramar horario tarde ...
Cinthia Giomi,5.0,0.0077565979561364,viajar bariloche menor costo aerolínea si bien retraso horario partida poder viajar problema tripulación personal aeropuerto dar buen trato
Melany Lorena,5.0,0.08556497120363,saber quejar flybondi cancelar vuelo retrasar realmente todo vez viajar obtener servicio increíble puntual buen atención telefónico hacer alguno cambio asiento ...
Seba C,1.0,0.1144098198530124,ida perfecto vuelta arruinar cambiar ezeiza aeroparque 24 hora cosa re complicar terminar llegar casa 300 a they vuelo aterrizar 2330 encima micro ofrecer de ... e…
noee liiaa,1.0,0.0301246873121448,ida tener vuelo 6 a they salir 9 mañana vuelta reprogramar horario dos vez salir 18 termino salir 2130 avión caer pedazo sucio butaca más año bandeja romper el ...
Irina Fichman,1.0,0.0048478737225852,poner estrella parecer montón uno vacaciones programar uno hora llegar mail informar cancelar vuelo explicación reprogramación avisar manejatar todo uno vacaciones programar ...
juan cruz cortez,5.0,0.1193837382923849,tener malo espina tema retraso experiencia personal excelente ida vuelta saltar córdoba ninguno demora mitad precio jetsmart
Noemi Nuñez,1.0,0.0,peor aerolinea existir dejar engañar precio segundo vez qie cancelar vuelo último hora jugar tiempo dinero encima querer realizar devolución vuelo afirmar vuelo ...
Nicolas Rodolfo SANZ BARRERE,1.0,0.0107428881692489,estrella poder poner cero papelón cancelar vuelo buen aire córdobo uno hora salir avisar 2 minuto 23hs cerrar horario atención cliente yo ...
Alberto Diaz,5.0,0.0025402858306346,linda experiencia tripulación amable cordial 5 vez eh volado salvo alguno demora gravemuir buen trato tripulación
Veronica Baritto,5.0,0.0019391494890341,experiencia excelente atendir bien ida regreso personal bordo amable ambos vuelo salir puntual inconveniente
SAN 7I,5.0,0.0048672652174756,primero experiencia viaje sde aep maravilloso tripulante cabina amable inconveniente asiento resolver mejor manera volver viajar flybondi recomendar él supuesto
Ruben Dario Herrera,1.0,0.0029087242335511,segundo vez viajar horrible cancelar avión regreso bs as avisar par hora x mail primero vez romper maleta hija nunca hacer cargo horrible
jadir gonzalez,1.0,0.0005817448467102,pésimo experiencia aerolínea deber haber ente control regular servicio tanto paupérrimo cancelar vuelo reprogramar contestar línea telefónico deber acercar él punto físico apesar yo ...
Patricio R. SARSFIELD ESCOBAR,5.0,0.0699936008066861,hola flybondi vez deber decir reconocer cumplir horario tal previsto vez perdón así caja pandora gracia flybondi volver volar tú
Carlos Andres Manriquez,1.0,0.013990963563381,jamás comprar aerolínea serio 4ta cancelación nivel mundial cancelar vuelo momento poco hora tiempo hacer varios vez anoche cancelar vuelo hoy dar ...
Lucia Leites Sanchez,5.0,0.0029378114758866,viaje ushuaio ninguno demorar ninguno atraso avión ida distinto vuelta vuelta más amplio asiento servicio aeropuerto cabinatripulación amable excelente gracia
Vivi G.,1.0,0.0174523454013069,escribir atención cliente recibir respuesta así aquí contar sucedido perder dinero comprar ubicación silla ...
Malena Lasarte,4.0,0.0087261727006534,primero vez viajar aerolínea bajo costo temor malo reseño sorprender si bien reprogramar vuelo si tener organizado uno ...
Victoria Pons,1.0,0.0161337237487637,buen día poner contacto realizar pago salir pendiente dejar hacer check in vuelo después pagar él mil intento comunicar yo teléfono informar deber haber pagar ya ...
Monica Herrera,1.0,0.0025208943357443,malísimo malísimo aerolínea buen aire florianópoli más 3 hora demorar vuelo hoy 2407 vuelo cancelado previo aviso pasajero 150 persona varado aeropuerto florinopolis contar con ...
viviana seoane,1.0,0.035990614516473,barato salir caro ahorrer aéreo gastar hotel gasto extra cancelar vuelo llamar costar comunicar yo alguien atienda teléfono reprogramar día mail yo ...
Paula Rios,5.0,0.0416917140142333,excelente vuelo cor sal rescato q cumplir horario partida excelente empresa super recomendado
Caro Botto,5.0,0.0019391494890341,bien saque pasaje vuelo horario ida uyo vuelta buen atención realmente excelente
Beatriz America Cano,5.0,0.1030367080998274,amar volar último tiempo trato d usar aerolínea comodidad día 2822024 reprogramar vuelo ocasionar gasto extra considerable economía dirigir eseyza aerparque ...
Luz María Navarro,1.0,0.0300568170800286,verdadero desastre abril hacer solicitud reembolso vuelo tú cancelar esperar nadie comprar nadie responder atención telefónico inexistente poder ser nadie respondar
Alfredo I.,4.0,0.0067870232116193,personal compañía impecable argentino particular calidad atención espectacular 100 dispuesto ayudar necessite pasajero pedir asistencia ahora bien el ...
Cristian Varela,5.0,0.0400337412011091,sinceramente tener duda experiencia aerolinea primero vez volar buen él unico hoy casi todo aerolinea dar ninguno servicio a ... e…
Sol Ushiñahua,5.0,0.0320347495588434,todo vez experiencia viajar flybondi todo absolutamente agradable cumplir viaje corto seguro tiempo vez cambiar horario hora tarde temprano realmente cambiar excelente servicio
Patricia Beresovsky,5.0,0.0031026391824545,lindo viaje excelente cuanto puntualidad acompañamiento personal aeropuerto bordo duda volver elegir el experiencia placentero
Vanessa Fernández,1.0,0.0048478737225852,si poder calificar menos hacer fatal experiencia aerolínea sobrevender vuelo poder embarcar perder el tiempo tours planificado suceso dentro aeropuerto indicar aerolínea siempre hacer error él
Ruben Rodriguez,5.0,0.0019682367313696,hola viaje 3 vez ahora siempre impecable personal servicio horario gustar volar tú
Veronica Lezcano,1.0,0.0,experiencia malísimacancelaron vuelo regreso reprogramación 48 hora imposible utilizar aún esperar reembolso
Gustavo Anschütz,1.0,0.0116639841765401,empresa serio momento tratar él tema fundamental organización nunca tanto inconveniente poder viajar cancelar vuelo mismo día viajar ninguno explicación día soleado sólo ...
Stevens Rojas,1.0,0.0165700323837964,peor aerolínea mundo yo arruinar vacaciones cancelar vuelo posado buen aire noche previo embarque hacer perder tiempo dinero el ...
daniel vieyra,4.0,0.0917799453159844,servicio atención recibido vuelo cada vez hacer ud excelente lado creer empresa deber reveer tema reprogramación cancelación vuelo cada vez frecuente hacer yo perder conexión vuelo
Soledad Maimone,5.0,0.056797688533809,saq pasaje tiempo buen precio salir horario m dar prioridad xq ir c menor 5 atención cabina equipaje xq problema solucionar instante servicio refrigerio excelente ...
Betina Valdez,5.0,0.0,perfecto gustar pensar q perdido vuelo razón personal reconocer q abonar voucher él gustar comprar hacer varios mes aéreo pagado ...
Nadia B,5.0,0.0011247067036397,conformar flybondi viajar varios vez destino nacional internacional destacar puntualidad amabilidad calidad servicio
Marcelo Olmos,5.0,0.0040819096744168,uso aerolínea comienzo viaje primero vuelo ceo compañía perro precio buen tal decir slogan ¨ el libertad volar
Guillermo Grassi,1.0,0.16657294110803,vuelo iguazú aeroparque buen decir experiencia empezar mal termino peor primero saque pasaje quedar cómodo llegar aeroparque y ...
